stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
203,3001148,"ADDISON RD & CHAPELWOOD LA",,38.907707,-76.919419,5
204,3001151,"ADDISON RD & CHAPELWOOD LA",,38.907907,-76.919825,5
205,3001134,"ADDISON RD & DUNBAR OAKS DR",,38.906775,-76.918338,5
206,3001138,"ADDISON RD & DUNBAR OAKS DR",,38.906904,-76.918749,5
207,3001127,"ADDISON RD & DUEL PL",,38.905914,-76.917362,5
208,3001129,"ADDISON RD & DUEL PL",,38.905977,-76.917664,5
209,3001113,"ADDISON RD & SHERIFF RD",,38.904711,-76.915592,5
210,3001115,"ADDISON RD & SHERIFF RD",,38.904613,-76.915716,5
211,3001102,"ADDISON RD & L ST",,38.903399,-76.914432,5
213,3001085,"ADDISON RD & 60TH AV",,38.900856,-76.912907,5
214,3001086,"ADDISON RD & 60TH AV",,38.900820,-76.913081,5
217,3001057,"ADDISON RD & GREIG ST",,38.898294,-76.909908,5
218,3003162,"ADDISON RD & 62ND PL",,38.897894,-76.909784,5
219,3001043,"ADDISON RD & G ST",,38.896740,-76.908590,5
220,3001044,"ADDISON RD & FIELD ST",,38.896770,-76.908843,5
222,3001032,"ADDISON RD & SEAT PLEASANT DR",,38.895795,-76.906161,5
223,3001018,"ADDISON RD & EADS ST",,38.893698,-76.903377,5
224,3001019,"ADDISON RD & EADS ST",,38.894055,-76.903541,5
226,3000084,"S OLD FORT RD & WASHINGTON LA",,38.713720,-76.986289,9
227,3001009,"ADDISON RD & CROWN ST",,38.891986,-76.901826,5
228,3001010,"ADDISON RD & CROWN ST",,38.891931,-76.901986,5
231,3000980,"ADDISON RD & ADEL ST",,38.889251,-76.898964,5
232,3000981,"ADDISON RD & ADEL ST",,38.889160,-76.899180,5
233,3000957,"ADDISON RD & ADAK ST",,38.887582,-76.898244,5
235,3002144,"ADELPHI RD & TULANE DR",,38.984645,-76.955269,5
236,3002147,"ADELPHI RD & TULANE DR",,38.984620,-76.955558,5
237,2000865,"BRIGGS CHANEY RD & CASTLE BV",,39.081196,-76.945901,7
239,3002124,"ADELPHI RD & RUTGERS ST",,38.983352,-76.955298,5
240,3002128,"ADELPHI RD & RUTGERS ST",,38.983563,-76.955045,5
243,3002109,"ADELPHI RD & PENNSYLVANIA ST",,38.981694,-76.954995,5
245,1003099,"SE BARNABY ST & SE BRANDYWINE ST",,38.830195,-76.993782,4
247,3002076,"ADELPHI RD & WELLS PW",,38.979206,-76.954246,5
248,3002082,"ADELPHI RD & WELLS PW",,38.979450,-76.954630,5
251,3002049,"ADELPHI RD & VAN BUREN ST",,38.975295,-76.951695,5
252,3002051,"ADELPHI RD & VAN BUREN ST",,38.975443,-76.952133,5
255,3002027,"ADELPHI RD & BELCREST RD",,38.973514,-76.951887,5
256,3002032,"ADELPHI RD & BELCREST RD",,38.973648,-76.952206,5
261,3001724,"AGER RD & LANCER DR",,38.958755,-76.967964,5
262,3003210,"AGER RD & LANCER DR",,38.958254,-76.967393,5
263,3001747,"AGER RD & 29TH AV",,38.960136,-76.968380,5
265,3001786,"AGER RD & NICHOLSON ST",,38.961791,-76.969629,5
266,3001837,"AGER RD & OGLETHORPE ST",,38.963904,-76.971765,5
267,3003212,"AGER RD & OGLETHORPE ST",,38.964532,-76.972052,5
270,3001899,"AGER RD & ROANOKE ST",,38.966831,-76.974979,5
271,3003213,"AGER RD & ROANOKE ST",,38.967014,-76.974776,5
293,3000285,"ALLENTOWN RD & TEMPLE HILL RD",,38.793500,-76.927520,9
294,3000277,"ALLENTOWN RD & KAREN ANNE DR",,38.792949,-76.920050,9
295,3000279,"ALLENTOWN RD & KAREN ANNE DR",,38.793141,-76.920054,9
296,3000288,"ALLENTOWN RD & DODGE LA",,38.793772,-76.917513,9
297,3000286,"ALLENTOWN RD & KINGSTON DR",,38.793615,-76.917417,9
298,3000303,"ALLENTOWN RD & WESTCHESTER CT",,38.796399,-76.915093,9
299,3000305,"ALLENTOWN RD & WESTCHESTER CT",,38.796939,-76.914308,9
300,3000312,"ALLENTOWN RD & COOLRIDGE RD",,38.798342,-76.913003,9
301,3000313,"ALLENTOWN RD & COOLRIDGE RD",,38.798657,-76.912956,9
302,3000329,"ALLENTOWN RD & BRINKLEY RD",,38.800861,-76.909906,9
303,3000331,"ALLENTOWN RD & BRINKLEY RD",,38.800924,-76.910144,9
304,3000336,"ALLENTOWN RD & ALLENTOWN WY",,38.801707,-76.908979,9
306,3000421,"ALLENTOWN ROAD AT COMMAND DRIVE     .",,38.816151,-76.893142,9
307,3000422,"ALLENTOWN ROAD AT COMMAND DRIVE     .",,38.816149,-76.893582,9
308,4000104,"SHAW METRO STATION",,38.914546,-77.021927,69
313,3001439,"ANNAPOLIS RD & 46TH ST",,38.939313,-76.940104,5
314,3002883,"ANNAPOLIS RD & 46TH ST",,38.939047,-76.939908,5
321,3001438,"ANNAPOLIS RD & 48TH ST",,38.939261,-76.935705,5
322,3001444,"ANNAPOLIS RD & 48TH ST",,38.939401,-76.936760,5
325,3001442,"ANNAPOLIS RD & EDMONSTON RD",,38.939357,-76.933248,5
326,3001450,"ANNAPOLIS RD & EDMONSTON RD",,38.939549,-76.934027,5
333,3001448,"ANNAPOLIS RD & 53RD ST",,38.939513,-76.929494,5
334,3001451,"ANNAPOLIS RD & 53RD ST",,38.939677,-76.929022,5
337,3001433,"ANNAPOLIS RD & 54TH ST",,38.939159,-76.926790,5
338,3002885,"ANNAPOLIS RD & 54TH ST",,38.939009,-76.927031,5
341,3001422,"ANNAPOLIS RD & LANDOVER RD",,38.938269,-76.924023,5
342,3001428,"ANNAPOLIS RD & LANDOVER RD",,38.938663,-76.924183,5
343,3001432,"ANNAPOLIS RD & 56TH AV",,38.938962,-76.921550,5
344,3001434,"ANNAPOLIS RD & 56TH AV",,38.939201,-76.921702,5
345,3001466,"ANNAPOLIS RD & 57TH AV",,38.940519,-76.917739,5
346,3001427,"ANNAPOLIS RD & 62ND AV",,38.938620,-76.910648,5
347,3001431,"ANNAPOLIS RD & 62ND AV",,38.938940,-76.910534,5
350,3001471,"ANNAPOLIS RD & COOPER LA",,38.941017,-76.902198,6
351,3001487,"COOPER LA & ANNAPOLIS RD ",,38.942489,-76.904240,5
352,3001502,"ANNAPOLIS RD & 68TH AV",,38.943204,-76.902316,5
353,3001511,"ANNAPOLIS RD & 68TH AV",,38.943475,-76.901568,5
357,3001526,"ANNAPOLIS RD & 69TH PL",,38.945076,-76.898517,5
358,3001533,"ANNAPOLIS RD & 71ST AV",,38.946229,-76.894260,5
359,3001534,"ANNAPOLIS RD & 71ST AV",,38.946418,-76.894610,5
360,3002886,"ANNAPOLIS RD & 72ND AV",,38.946807,-76.892144,5
361,3001544,"ANNAPOLIS RD & GREENVALE PW",,38.947229,-76.891708,5
362,3001561,"ANNAPOLIS RD & ARDWICK-ARDMORE RD",,38.948375,-76.887589,5
363,3001567,"ANNAPOLIS RD & ARDWICK-ARDMORE RD",,38.948808,-76.887614,5
364,3001585,"ANNAPOLIS RD & GALLATIN ST",,38.950490,-76.886016,5
365,3001590,"ANNAPOLIS RD & GALLATIN ST",,38.950797,-76.886247,5
366,3001601,"ANNAPOLIS RD & 76TH AV",,38.951984,-76.884569,5
367,3001609,"ANNAPOLIS RD & 76TH AV",,38.952403,-76.884477,5
368,3001606,"ANNAPOLIS RD & 77TH AV",,38.952239,-76.881545,5
370,3001612,"ANNAPOLIS RD & HARKINS RD",,38.952463,-76.877563,5
371,3001634,"ANNAPOLIS ROAD AT CROSS STREET      .",,38.953809,-76.876770,8
379,3001671,"ANNAPOLIS RD & RIVERDALE RD",,38.955489,-76.873688,8
380,3001674,"ANNAPOLIS RD & RIVERDALE RD",,38.955697,-76.872726,8
383,3001694,"ANNAPOLIS RD & 85TH AV",,38.957010,-76.870965,8
384,3001697,"ANNAPOLIS RD & 85TH AV",,38.957210,-76.869982,8
387,3001776,"ANNAPOLIS RD & LANHAM STATION RD",,38.961493,-76.862523,8
392,4000406,"FILLMORE AVE & W CAMPUS DR",,38.838841,-77.116683,9
399,3001859,"ANNAPOLIS RD & SEABROOK RD",,38.964636,-76.839914,8
400,3002996,"ANNAPOLIS RD & SEABROOK RD",,38.964940,-76.840057,8
403,3002995,"ANNAPOLIS RD & FORBES BLVD",,38.962646,-76.832838,8
404,3003000,"ANNAPOLIS RD & FORBES BLVD",,38.962219,-76.832471,8
405,3002994,"ANNAPOLIS RD & GALVESTON RD",,38.960994,-76.829560,8
406,3003001,"ANNAPOLIS RD & GALVESTON RD",,38.960460,-76.829406,8
407,3002993,"ANNAPOLIS RD & BALTIMORE LA",,38.959246,-76.827048,8
408,3003002,"ANNAPOLIS RD & BALTIMORE LA",,38.958470,-76.826310,8
409,3003003,"ANNAPOLIS RD & LOTTSFORD VISTA RD",,38.957725,-76.825018,8
415,3001695,"ANNAPOLIS RD & GLENN DALE RD",,38.957081,-76.812794,8
416,3001708,"ANNAPOLIS RD & SILVERGATE LANE",,38.957829,-76.805356,8
417,3003006,"ANNAPOLIS RD & SILVERGATE LANE",,38.957566,-76.805174,8
418,3003007,"ANNAPOLIS RD & ENTERPRISE RD",,38.960873,-76.797880,8
419,3001779,"ANNAPOLIS RD & GLENN DALE BLVD",,38.961660,-76.797112,8
420,3002990,"ANNAPOLIS RD & SIR LANCELOT DR",,38.969050,-76.788556,8
421,3003008,"ANNAPOLIS RD & SIR LANCELOT DR",,38.968568,-76.788645,8
442,3001492,"ARDWICK-ARDMORE RD & ARDWICK PL",,38.942892,-76.870182,5
443,3001496,"ARDWICK-ARDMORE RD & ARDWICK PL",,38.942834,-76.870718,5
464,3000819,"ATWOOD ST & ALPINE ST",,38.861508,-76.891687,6
465,1003100,"SE BARNABY ST & SE CHESAPEAKE ST",,38.829384,-76.994834,9
467,3000822,"ATWOOD ST & ALPINE ST",,38.861634,-76.888722,6
468,3000037,"NORTH ACCOKEEK (LIVINGSTON & INDIAN HEAD)",,38.670117,-77.010320,9
469,3001881,"AUBURN AV & 1ST ST",,38.966030,-76.896034,8
470,3001907,"AUBURN AV & 2ND ST",,38.967362,-76.895457,8
471,3001926,"AUBURN AV & 3RD ST",,38.968817,-76.894817,8
472,3001849,"AUBURN AV & RIVERDALE RD",,38.964285,-76.897172,5
473,3001888,"AUBURN AV & 1ST ST",,38.966346,-76.896068,8
474,3001915,"AUBURN AV & 2ND ST",,38.967798,-76.895436,8
475,3001936,"AUBURN AV & 3RD ST",,38.969152,-76.894847,8
477,3000439,"AUDREY LA & INDIAN HEAD HW",,38.818448,-77.000553,6
479,3000456,"AUDREY LA & DEAL DR",,38.820539,-76.995747,6
482,3000457,"AUDREY LA & DEAL DR",,38.820769,-76.995923,6
483,3000468,"AUDREY LA & IRVINGTON ST",,38.821848,-76.996270,6
491,3001611,"BALTIMORE AV & GALLATIN ST",,38.952398,-76.940670,5
492,3001641,"BALTIMORE AV & HAMILTON ST",,38.954253,-76.940265,5
493,3001685,"BALTIMORE AV & LONGFELLOW ST",,38.956722,-76.940013,5
496,3001798,"BALTIMORE AV & RIVERDALE RD",,38.962359,-76.939295,5
497,3001815,"BALTIMORE AV & QUEENSBURY RD",,38.963030,-76.939764,5
498,3001874,"BALTIMORE AV & SHERIDAN ST",,38.965691,-76.938804,5
499,3001920,"BALTIMORE AV & UNDERWOOD ST",,38.968280,-76.938438,5
501,3002016,"BALTIMORE AV & AMHERST RD",,38.972895,-76.937787,5
503,3001998,"GOOD LUCK RD & SILK TREE DR",,38.971837,-76.906253,8
506,3003218,"BALTIMORE AV & GALLATIN ST",,38.952565,-76.940608,5
507,3001665,"BALTIMORE AV & JEFFERSON ST",,38.955094,-76.940386,5
508,3001701,"BALTIMORE AV & LONGFELLOW ST",,38.957059,-76.940177,5
510,3001756,"BALTIMORE AV & OLIVER ST",,38.961388,-76.939436,5
512,3001901,"BALTIMORE AV & TUCKERMAN ST",,38.966801,-76.938879,5
513,3001927,"BALTIMORE AV & UNDERWOOD ST",,38.968573,-76.938616,5
515,3002012,"BALTIMORE AV & QUEENS CHAPEL RD",,38.972585,-76.938045,5
517,3002062,"BALTIMORE AV & GUILFORD RD",,38.977392,-76.937783,5
518,3002080,"BALTIMORE AV & HARTWICK RD",,38.979463,-76.937791,5
519,3002099,"BALTIMORE AV & KNOX RD",,38.981192,-76.937789,5
520,3002155,"BALTIMORE AVE & ROSSBOROUGH LANE",,38.985289,-76.937065,5
521,3002180,"BALTIMORE BV & CAMPUS DR",,38.987490,-76.936059,5
522,3002203,"BALTIMORE AV & LAKELAND RD",,38.990156,-76.934083,8
523,3002236,"BALTIMORE AV & NAVAHOE ST",,38.992386,-76.933373,8
524,3002266,"BALTIMORE AV & BERWYN RD",,38.996121,-76.931695,8
526,3002355,"BALTIMORE AV & CHEROKEE ST",,39.003770,-76.930408,8
527,3002382,"BALTIMORE AV & ERIE ST",,39.006806,-76.929657,8
528,3002397,"BALTIMORE AV & INDIAN LA",,39.008570,-76.929172,8
530,3002424,"BALTIMORE AV & CHERRY HILL RD",,39.013689,-76.928047,8
532,3002068,"BALTIMORE AV & GUILFORD RD",,38.978071,-76.938041,5
533,3002085,"BALTIMORE AV & HARTWICK RD",,38.979740,-76.938058,5
537,3002204,"BALTIMORE AV & LAKELAND RD",,38.990120,-76.934436,8
539,3002268,"BALTIMORE AV & BERWYN RD",,38.996406,-76.931877,8
540,3002289,"BALTIMORE AV & METZEROTT RD",,38.998166,-76.931660,8
541,3002358,"BALTIMORE AV & CHEROKEE ST",,39.003822,-76.930637,8
542,3002385,"BALTIMORE AV & ERIE ST",,39.006789,-76.929904,8
543,3002400,"BALTIMORE AV & INDIAN LA",,39.008650,-76.929382,8
544,3002420,"BALTIMORE AV & HOLLYWOOD RD",,39.011653,-76.928533,8
545,3002428,"BALTIMORE AV & CHERRY HILL RD",,39.014761,-76.927498,8
548,3002456,"BALTIMORE AV & SUNNYSIDE AV",,39.025977,-76.919974,8
551,3002459,"BALTIMORE AV & SUNNYSIDE AV",,39.026514,-76.919722,8
554,3001232,"BARLOWE RD & RAY LEONARD RD",,38.918448,-76.868792,5
555,3001244,"ALLENDALE DR;8200 BARLOWE RD",,38.918917,-76.866865,5
556,3001257,"BARLOWE RD & LANDOVER RD",,38.920221,-76.864992,5
557,3001233,"BARLOWE RD & PALMER PARK RD",,38.918490,-76.870602,5
558,3001234,"BARLOWE RD & RAY LEONARD RD",,38.918602,-76.868913,5
559,3001247,"ALLENDALE RD;8200 BARLOWE RD",,38.919062,-76.867025,5
568,3003313,"HANOVER PW & HANOVER DR",,38.989986,-76.877955,7
569,3003312,"HANOVER PW & VILLAGE PARK DR",,38.983733,-76.871920,7
570,3003310,"HANOVER PW & GOOD LUCK RD",,38.981412,-76.867424,7
593,3001930,"BELAIR DR & STARLIGHT LA",,38.969037,-76.744242,8
594,3001992,"BELAIR DR & TRINITY DR",,38.971582,-76.744863,8
599,3001931,"BELAIR DR & STARLIGHT LA",,38.968927,-76.744382,8
600,3002982,"BELAIR DR & TRINITY DR",,38.971736,-76.744702,8
604,3002058,"THE MARKET PLACE;PLAZA & SAGE",,38.977060,-76.735919,8
606,3001843,"BELCREST RD & QUEENS CHAPEL RD",,38.963973,-76.951616,5
609,1003113,"SE CHESAPEAKE ST & SE BARNABY ST",,38.829157,-76.995186,5
610,3001847,"BELCREST RD & QUEENS CHAPEL RD",,38.964351,-76.952646,5
613,1000041,"SE CHESAPEAKE ST & SE 6TH ST",,38.829064,-76.998434,5
615,3001185,"BELLE HAVEN DR & SHERIFF RD",,38.913245,-76.881420,5
617,3001149,"BELLE HAVEN DR & NALLEY RD",,38.907674,-76.879219,5
620,3001186,"BELLE HAVEN DR & SHERIFF RD",,38.913508,-76.881789,5
631,2000913,"BEL PRE RD & GEORGIA AV",,39.092110,-77.080013,7
641,2001362,"BEL PRE RD & GEORGIA AV",,39.093872,-77.079182,7
642,2000915,"BEL PRE RD & GRAND PRE RD",,39.092757,-77.076234,7
652,1003102,"SE 4TH ST & SE BRANDYWINE ST",,38.829905,-77.000508,8
653,1000053,"SE 4TH ST & SE CONDON TERRACE",,38.831417,-77.000346,8
656,3000668,"BERKLEY ST & 26TH AV",,38.844393,-76.961420,6
657,3000660,"BERKLEY ST & 25TH AV",,38.843420,-76.963105,6
658,3000671,"BERKLEY ST & 26TH AV",,38.844606,-76.961350,6
659,3000663,"BERKLEY ST & 25TH AV",,38.843645,-76.962535,6
661,3000383,"BIRCHWOOD DR & LIVINGSTON RD",,38.808958,-76.990326,6
662,3000379,"BIRCHWOOD DR & FOUNTAIN RD",,38.808577,-76.987121,6
663,3000376,"BIRCHWOOD DR & GALLOWAY DR",,38.808248,-76.984523,6
664,3000373,"BIRCHWOOD DR & BIRCHWOOD CT",,38.807909,-76.983012,6
665,3000378,"BIRCHWOOD DR & FENWOOD AV",,38.808358,-76.979637,6
668,3000380,"BIRCHWOOD DR & FOUNTAIN RD",,38.808703,-76.987126,6
669,3000377,"BIRCHWOOD DR & GALLOWAY DR",,38.808421,-76.984767,6
671,3001393,"BLADENSBURG RD & 40TH AV",,38.935613,-76.949108,5
672,3001407,"BLADENSBURG RD & 41ST AV",,38.936666,-76.947292,5
673,3001412,"BLADENSBURG RD & 43RD AV",,38.937225,-76.946012,5
674,3001387,"38TH AVE;3800 BLADENSBURG RD",,38.935230,-76.950484,5
675,3002881,"BLADENSBURG RD & 40TH AV",,38.936153,-76.947863,5
676,3002602,"BLADENSBURG RD & 41ST AV",,38.936307,-76.947280,5
677,3001415,"BLADENSBURG RD & 43RD AV",,38.937545,-76.944823,5
701,3002167,"MILLSTREAM DR & MEDIA LANE",,38.986004,-76.744287,8
702,3002168,"MILLSTREAM DR & MEDIA LANE",,38.985884,-76.744363,8
703,3002976,"MILLSTREAM DR & MEMORY LANE",,38.985517,-76.741095,8
704,3002981,"MILLSTREAM DR & MEMORY LANE",,38.985180,-76.740868,8
705,3002119,"MILLSTREAM DR & MADELEY LANE",,38.982845,-76.740204,8
706,3002148,"MILLSTREAM DR & MACKELL LANE",,38.984733,-76.750905,8
707,3002162,"MILLSTREAM DR & MARGIN WAY",,38.985785,-76.749078,8
709,3002077,"MILLSTREAM DR & MARQUETTE LANE",,38.979299,-76.738071,8
711,3001699,"KENHILL DR & KEMMERTON LANE",,38.957410,-76.744156,8
713,3001922,"TULIP GROVE DR & FOLSOM LANE",,38.968384,-76.753347,8
714,3003015,"TULIP GROVE DR & TWISTING LANE",,38.968554,-76.753608,8
715,3001908,"BELAIR DR & SKYLARK LANE",,38.967475,-76.743918,8
716,3002029,"BELAIR DR & STAFFORD LANE",,38.973613,-76.743150,8
717,3002983,"BELAIR DR & SUSSEX LANE",,38.976756,-76.741099,8
718,3002031,"BELAIR DR & TEAL LANE",,38.973602,-76.743375,8
720,3002055,"STONYBROOK DR & SHAWMONT LANE",,38.976441,-76.736857,8
726,3003004,"ANNAPOLIS RD & GLENN DALE RD",,38.956779,-76.812348,8
727,3001858,"ANNAPOLIS RD & FONTANA RD",,38.964756,-76.848423,8
728,3002997,"ANNAPOLIS RD & FONTANA DR",,38.965049,-76.848503,8
729,3001851,"ANNAPOLIS RD & WASHINGTON LA",,38.964436,-76.851036,8
730,3002998,"ANNAPOLIS RD & WASHINGTON LA",,38.964140,-76.850889,8
731,3001838,"ANNAPOLIS RD & MORLEY RD",,38.963830,-76.853435,8
